Model,Scenario,Region,Variable,Unit,2050
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria>Balkans,Minimum Flow|Electricity|Grid,MW,-1600
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria>Hungary,Minimum Flow|Electricity|Grid,MW,-2600
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria>Italy,Minimum Flow|Electricity|Grid,MW,-6300
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans>Hungary,Minimum Flow|Electricity|Grid,MW,-1900
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics>Scandinavia,Minimum Flow|Electricity|Grid,MW,-8700
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>Germany,Minimum Flow|Electricity|Grid,MW,-1000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>France,Minimum Flow|Electricity|Grid,MW,-700
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>The Netherlands,Minimum Flow|Electricity|Grid,MW,-3500
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>United Kingdom,Minimum Flow|Electricity|Grid,MW,-5000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland>Austria,Minimum Flow|Electricity|Grid,MW,-2400
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland>Italy,Minimum Flow|Electricity|Grid,MW,-8500
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic>Austria,Minimum Flow|Electricity|Grid,MW,-7100
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic>Poland,Minimum Flow|Electricity|Grid,MW,-7100
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Austria,Minimum Flow|Electricity|Grid,MW,-11800
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Switzerland,Minimum Flow|Electricity|Grid,MW,-6000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Czech Republic,Minimum Flow|Electricity|Grid,MW,-4700
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Poland,Minimum Flow|Electricity|Grid,MW,-8100
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Scandinavia,Minimum Flow|Electricity|Grid,MW,-48200
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain>France,Minimum Flow|Electricity|Grid,MW,-18900
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain>Portugal,Minimum Flow|Electricity|Grid,MW,-9550
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Belgium,Minimum Flow|Electricity|Grid,MW,-4600
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Switzerland,Minimum Flow|Electricity|Grid,MW,-9500
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Germany,Minimum Flow|Electricity|Grid,MW,-7800
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Ireland,Minimum Flow|Electricity|Grid,MW,-6700
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Italy,Minimum Flow|Electricity|Grid,MW,-7800
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>United Kingdom,Minimum Flow|Electricity|Grid,MW,-16000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary>Balkans,Minimum Flow|Electricity|Grid,MW,-6400
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy>Balkans,Minimum Flow|Electricity|Grid,MW,-14600
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy>France,Minimum Flow|Electricity|Grid,MW,-10000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands>Germany,Minimum Flow|Electricity|Grid,MW,-9500
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands>Scandinavia,Minimum Flow|Electricity|Grid,MW,-11400
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands>United Kingdom,Minimum Flow|Electricity|Grid,MW,-5000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland>Baltics,Minimum Flow|Electricity|Grid,MW,-9000
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland>Scandinavia,Minimum Flow|Electricity|Grid,MW,-600
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia>United Kingdom,Minimum Flow|Electricity|Grid,MW,-1400
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom>Ireland,Minimum Flow|Electricity|Grid,MW,-3600
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria>Balkans,Impedance|Electricity|Grid,S,60.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria>Hungary,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria>Italy,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans>Hungary,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics>Scandinavia,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>Germany,Impedance|Electricity|Grid,S,6.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>France,Impedance|Electricity|Grid,S,6.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>The Netherlands,Impedance|Electricity|Grid,S,6.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium>United Kingdom,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland>Austria,Impedance|Electricity|Grid,S,30.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland>Italy,Impedance|Electricity|Grid,S,6.5
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic>Austria,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic>Poland,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Austria,Impedance|Electricity|Grid,S,8.571428571428571
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Switzerland,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Czech Republic,Impedance|Electricity|Grid,S,10.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Poland,Impedance|Electricity|Grid,S,15.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany>Scandinavia,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain>France,Impedance|Electricity|Grid,S,8.571428571428571
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain>Portugal,Impedance|Electricity|Grid,S,4.216216216216217
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Belgium,Impedance|Electricity|Grid,S,12.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Switzerland,Impedance|Electricity|Grid,S,20.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Germany,Impedance|Electricity|Grid,S,4.534883720930233
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Ireland,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>Italy,Impedance|Electricity|Grid,S,30.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France>United Kingdom,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary>Balkans,Impedance|Electricity|Grid,S,4.534883720930233
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy>Balkans,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy>France,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands>Germany,Impedance|Electricity|Grid,S,4.90566037735849
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands>Scandinavia,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands>United Kingdom,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland>Baltics,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Poland>Scandinavia,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Scandinavia>United Kingdom,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,United Kingdom>Ireland,Impedance|Electricity|Grid,S,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Final Energy|Electricity|Cooling,MWh,133478.48269969117
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Final Energy|Electricity|Heat,MWh,26666685.229971044
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Final Energy|Electricity|Transportation,MWh,11000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,55680931.98033114
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Network|Electricity|Demand|Reserve|Frequency Containment,MW,54.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Austria,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,280.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Final Energy|Electricity|Cooling,MWh,3530189.4832246564
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Final Energy|Electricity|Heat,MWh,73079693.59052457
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Final Energy|Electricity|Transportation,MWh,52104403.95872972
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,207812337.82226923
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Network|Electricity|Demand|Reserve|Frequency Containment,MW,194.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Balkans,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,580.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Final Energy|Electricity|Cooling,MWh,599.9166733692695
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Final Energy|Electricity|Heat,MWh,22644955.79111506
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Final Energy|Electricity|Transportation,MWh,7000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,45680158.52086471
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Network|Electricity|Demand|Reserve|Frequency Containment,MW,43.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Baltics,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Final Energy|Electricity|Cooling,MWh,175798.53409094
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Final Energy|Electricity|Heat,MWh,40969193.08825128
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Final Energy|Electricity|Transportation,MWh,15000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,92331268.20061037
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Network|Electricity|Demand|Reserve|Frequency Containment,MW,85.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Belgium,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,145.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Final Energy|Electricity|Cooling,MWh,107850.68186346328
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Final Energy|Electricity|Heat,MWh,26249558.828592643
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Final Energy|Electricity|Transportation,MWh,9000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,46373368.8674162
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Network|Electricity|Demand|Reserve|Frequency Containment,MW,47.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Switzerland,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,400.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Final Energy|Electricity|Cooling,MWh,73365.59766525202
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Final Energy|Electricity|Heat,MWh,27480027.546663392
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Final Energy|Electricity|Transportation,MWh,9000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,51320007.802479476
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Network|Electricity|Demand|Reserve|Frequency Containment,MW,51.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Czech Republic,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,350.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Final Energy|Electricity|Cooling,MWh,1631758.5497905475
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Final Energy|Electricity|Heat,MWh,185970254.4105881
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Final Energy|Electricity|Transportation,MWh,101000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,438438098.22841245
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Network|Electricity|Demand|Reserve|Frequency Containment,MW,470.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Germany,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,2000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Final Energy|Electricity|Cooling,MWh,14631375.383827684
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Final Energy|Electricity|Heat,MWh,69341972.1074933
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Final Energy|Electricity|Transportation,MWh,70000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,455852236.1936321
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Network|Electricity|Demand|Reserve|Frequency Containment,MW,352.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Spain,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,1300.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Europe,Network|Electricity|Demand|Inertia,s,40000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Final Energy|Electricity|Cooling,MWh,1159276.818264664
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Final Energy|Electricity|Heat,MWh,208217288.96905214
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Final Energy|Electricity|Transportation,MWh,91000000.00000003
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,503910938.33808583
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Network|Electricity|Demand|Reserve|Frequency Containment,MW,464.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,France,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,690.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Final Energy|Electricity|Cooling,MWh,478731.05715331197
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Final Energy|Electricity|Heat,MWh,18866987.029650535
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Final Energy|Electricity|Transportation,MWh,5000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,48113484.36786728
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Network|Electricity|Demand|Reserve|Frequency Containment,MW,42.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Hungary,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,350.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Final Energy|Electricity|Cooling,MWh,25232.641318108082
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Final Energy|Electricity|Heat,MWh,17003324.891286608
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Final Energy|Electricity|Transportation,MWh,9000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,26730144.439598676
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Network|Electricity|Demand|Reserve|Frequency Containment,MW,30.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Ireland,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Final Energy|Electricity|Cooling,MWh,10137058.76309172
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Final Energy|Electricity|Heat,MWh,115036703.88894281
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Final Energy|Electricity|Transportation,MWh,76000000.00000001
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,327061856.7724968
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Network|Electricity|Demand|Reserve|Frequency Containment,MW,305.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,Italy,Network|Electricity|Demand|Reserve|Automatic Frequency Restoration,MW,0.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Final Energy|Electricity|Cooling,MWh,531256.7014083077
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Final Energy|Electricity|Heat,MWh,48098954.894727655
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,Final Energy|Electricity|Transportation,MWh,17000000.0
plan4EU_v0.1,plan4resCS3ReferenceWithoutClimateChange_V2.3_Country,The Netherlands,"Final Energy|Electricity|Other (excl. Heat, Cooling, Transport)",MWh,131174466.90710188
